A3KF4IP2MUS8QQ,PlayStation,13.0,THQ
A304GUEPCPYM3Z,PlayStation,3.0,Namco
AY3Y9ROK6LRPI,PlayStation,7.0,Namco
AY3Y9ROK6LRPI,PlayStation,11.0,Activision
A2JZPBQCSRM92G,PlayStation,4.0,Namco
A1Q4ZU2Y929N0A,PlayStation,14.0,Namco
A2582KMXLK2P06,PlayStation,20.0,Sony
A7GXT5V1VL5UT,PlayStation,12.0,Activision
AQMWZIH22R6LE,PlayStation,20.0,Sony
AJKWF4W7QD4NS,PlayStation,20.0,Sony
A2QHS1ZCIQOL7E,PlayStation,6.0,Capcom
A3GKMQFL05Z79K,Nintendo 64,20.0,Nintendo
A8L37C5ABVJDY,Nintendo 64,5.0,Nintendo
A1TJIJKKN15KR9,PlayStation,8.0,Capcom
A169I83JL8QJGN,PlayStation,16.0,Capcom
AY3Y9ROK6LRPI,PlayStation,22.0,Capcom
A1PCQHQ6NPGL9F,PlayStation,4.0,Capcom
A2290OIJTU42QP,Nintendo 64,4.0,Nintendo
AWVQR7YYTYJ1L,Nintendo 64,10.0,Nintendo
A25APFN07P2KB0,PlayStation,1.0,THQ
A2ICW5OUWX2A2V,PlayStation,2.0,THQ
AD0J5KK4WQXNS,Nintendo 64,5.0,Midway
AKBH21PTTCWVJ,PC,29.0,LucasArts
A1N2D7LLBAY25B,PC,20.0,LucasArts
A2290OIJTU42QP,PlayStation 2,5.0,Sega
A3W13VVBRY5GL7,PlayStation 2,5.0,Sega
AWG2O9C42XW5G,PlayStation,13.0,LucasArts
A1RP6YCOS5VJ5I,PlayStation,5.0,LucasArts
A38AXXL7DMVFMQ,Nintendo 64,4.0,Nintendo
AFPH2BZGNNJ79,PlayStation,10.0,Sony
A25APFN07P2KB0,PlayStation,5.0,Capcom
AY3Y9ROK6LRPI,PlayStation,3.0,Sony
A2LP3RWE75ZA4O,PC,21.0,Ubisoft
A160AB64G2E949,PC,28.0,Ubisoft
A233JF1T2IIBLT,PC,5.0,Ubisoft
A1M4DS69VS5KIR,PC,5.0,Ubisoft
A243HY69GIAHFI,PC,2.0,Ubisoft
A3GKMQFL05Z79K,PlayStation,5.0,SPIG
A2ICW5OUWX2A2V,PlayStation,10.0,Disney Interactive Studios
A25S4PI8ECOWD8,PlayStation,4.0,SquareSoft
A3J8ABVGK7ZL6H,PlayStation,2.0,SquareSoft
A3GKMQFL05Z79K,PlayStation,10.0,SquareSoft
A30JPZ9TZ7I61U,PlayStation,10.0,SquareSoft
A29BQ6B90Y1R5F,PlayStation,28.0,SquareSoft
A1IQV6AI7L9NOK,PlayStation,14.0,SquareSoft
A2582KMXLK2P06,PlayStation,8.0,SquareSoft
AY3Y9ROK6LRPI,PlayStation,12.0,SquareSoft
A21Q29J3ZWPDNP,PlayStation,9.0,SquareSoft
A1M4NJYP0WNL8Q,PlayStation,9.0,SquareSoft
A1TJIJKKN15KR9,PlayStation,10.0,SquareSoft
A2LPJD19MGBNXJ,PlayStation,5.0,SquareSoft
A3W13VVBRY5GL7,PlayStation,7.0,SquareSoft
A3JUMMIGJ7B38X,PlayStation,5.0,SquareSoft
AQI2CW6UKF1ES,PlayStation,8.0,SquareSoft
A304GUEPCPYM3Z,PlayStation,4.0,SquareSoft
A3V6Z4RCDGRC44,PlayStation,15.0,SquareSoft
A3PASG15BRR40D,PlayStation,15.0,SquareSoft
A38AXXL7DMVFMQ,PlayStation,10.0,SquareSoft
A1AISPOIIHTHXX,PlayStation,10.0,SquareSoft
A169I83JL8QJGN,PlayStation,10.0,SquareSoft
AJKWF4W7QD4NS,PlayStation,5.0,SquareSoft
A1JSPVBO30TFSE,PlayStation,10.0,SquareSoft
ALZ5Y1CE0DWQ1,PlayStation,7.0,SquareSoft
A25APFN07P2KB0,PlayStation,6.0,SquareSoft
A3S1YIQQW7AZO,PlayStation,10.0,SquareSoft
A18AQ3EFPYBKH0,Sega Dreamcast,3.0,Capcom
AWFDFLR1DA23A,Sega Dreamcast,14.0,Capcom
AJKWF4W7QD4NS,Sega Dreamcast,18.0,Capcom
A29BQ6B90Y1R5F,Sega Dreamcast,5.0,Bandai
AY3Y9ROK6LRPI,Sega Dreamcast,5.0,Bandai
A3V6Z4RCDGRC44,Sega Dreamcast,5.0,Bandai
AQMWZIH22R6LE,Sega Dreamcast,5.0,Bandai
AOYQR2530QCDX,Sega Dreamcast,5.0,Bandai
AJKWF4W7QD4NS,Sega Dreamcast,5.0,Bandai
A18AQ3EFPYBKH0,Sega Dreamcast,5.0,Bandai
A2JU4FUSW1PBEC,Sega Dreamcast,5.0,Bandai
A3Q6KRNB6VMNGE,Sega Dreamcast,5.0,Bandai
AQMWZIH22R6LE,PlayStation,3.0,THQ
A7FVX0OOEIHYZ,Sega Dreamcast,5.0,Sega
AJKWF4W7QD4NS,Sega Dreamcast,92.0,Sega
AX8SWWB9837TA,Sega Dreamcast,15.0,Sega
A1PID2MT8MMPAF,Sega Dreamcast,17.0,Sega
AWFDFLR1DA23A,Sega Dreamcast,37.0,Sega
A3BC8YL69NOCUP,Sega Dreamcast,7.0,Sega
A2QQHIY23PL7H3,Nintendo 64,5.0,Capcom
A2TCG2HV1VJP6V,PlayStation,5.0,Namco
A1QA8K3LD9K892,PlayStation,2.0,Acclaim
A2ICW5OUWX2A2V,PlayStation,9.0,Capcom
A2GBBDNZLYC4A9,PlayStation,9.0,Capcom
A3W13VVBRY5GL7,PlayStation,2.0,Capcom
A7FVX0OOEIHYZ,PlayStation,4.0,Capcom
AOYQR2530QCDX,Sega Dreamcast,64.0,Sega
AAQ75C4BJUQLO,PlayStation,2.0,Capcom
A1N2D7LLBAY25B,PC,8.0,Electronic Arts
A2582KMXLK2P06,PlayStation,2.0,Namco
A2Q6SZYBMG5RVH,PlayStation,5.0,Namco
AQI2CW6UKF1ES,PlayStation,5.0,Namco
A1ZTE3K3EN4TS3,PlayStation,4.0,Namco
A2GBBDNZLYC4A9,PlayStation,3.0,Namco
A1Q4ZU2Y929N0A,PC,15.0,Electronic Arts
A119Q9NFGVOEJZ,Sega Dreamcast,5.0,Sega
A2TCG2HV1VJP6V,Sega Dreamcast,5.0,Sega
A2U4HUOAYQWXW8,Sega Dreamcast,8.0,Sega
A2KVUYPLEW4LXT,Sega Dreamcast,18.0,Sega
A11A8GWG0IXBZH,PC,12.0,Interplay
A1QA8K3LD9K892,PlayStation,4.0,Playstation
A2FTHCGH06O4Y5,PC,11.0,Electronic Arts
AKMJJES6FE2M5,PC,35.0,Electronic Arts
A38TA13FXZC7V0,PC,15.0,Electronic Arts
A3V6Z4RCDGRC44,PC,119.0,Electronic Arts
A11A8GWG0IXBZH,PC,6.0,Atari
A2LP3RWE75ZA4O,PC,25.0,Electronic Arts
A233JF1T2IIBLT,PC,8.0,Electronic Arts
AO461REE0KA4J,PC,4.0,Electronic Arts
AX3M5Z9KMKB01,PC,5.0,Electronic Arts
AGKJU4CBYSY1Y,Nintendo 64,5.0,Nintendo
A1TK6R2JSC97HL,PC,67.0,LucasArts
A11A8GWG0IXBZH,PC,13.0,LucasArts
A2IF5C0I5BH11F,PC,8.0,Atari
AWVQR7YYTYJ1L,PC,23.0,Atari
AR2DE47VCY1C8,PC,7.0,Atari
A12WZTC4YJ8ZEC,PC,12.0,LucasArts
A3FWHXSZSTKFIU,PC,7.0,Atari
A8L37C5ABVJDY,PC,10.0,LucasArts
A57Q87B0TC9IJ,PC,48.0,Electronic Arts
AUQQWQ5GTVKTQ,PC,8.0,Electronic Arts
AT2BYFEVLVITT,PC,31.0,Electronic Arts
A1IQV6AI7L9NOK,PlayStation,7.0,Crave Entertainment
A2LP3RWE75ZA4O,PC,21.0,Atari
A352UWZ826D8KX,PC,8.0,Vivendi Universal
A3S1YIQQW7AZO,PC,4.0,Vivendi Universal
A26PAN8REXYBYH,PC,16.0,Vivendi Universal
A11A8GWG0IXBZH,PC,16.0,Vivendi Universal
A2GBBDNZLYC4A9,PC,10.0,Atari
A160AB64G2E949,PC,22.0,Atari
A36Y85AFXXLH9L,PC,4.0,Vivendi Universal
A74TA8X5YQ7NE,PC,25.0,Vivendi Universal
A3L1MEXXDI4Q77,PC,6.0,Vivendi Universal
A2EGK0YRDF4ZZB,PC,4.0,Vivendi Universal
A3I92PEEL1B62O,PC,13.0,Vivendi Universal
A3E0MSKBIWMU6F,PC,7.0,Vivendi Universal
ABRKIJ6D4V42O,PC,12.0,Vivendi Universal
A160AB64G2E949,PC,35.0,Vivendi Universal
AX8SWWB9837TA,PC,27.0,Vivendi Universal
A233JF1T2IIBLT,PC,21.0,Vivendi Universal
A3HK65CAYLZI4E,PC,15.0,Atari
A1OEQP3GWNG263,PC,5.0,Vivendi Universal
A3V6Z4RCDGRC44,PC,23.0,Atari
A319SKSB556033,PC,5.0,Vivendi Universal
A3DFH4CKPIT0N9,PC,10.0,Atari
ARXU3FESTWMJJ,PC,14.0,Atari
A2QQHIY23PL7H3,PC,16.0,LucasArts
A3V6Z4RCDGRC44,PC,15.0,Blizzard Entertainment
A74TA8X5YQ7NE,PC,16.0,Blizzard Entertainment
A1TK6R2JSC97HL,PC,31.0,Microsoft
A319SKSB556033,PC,13.0,Microsoft
A160AB64G2E949,PC,29.0,Blizzard Entertainment
A2ICW5OUWX2A2V,PC,9.0,LucasArts
A5JLAU2ARJ0BO,PC,30.0,Microsoft
AQAMD65HGUGMO,PC,26.0,Microsoft
A1FMCBUQXZFQBX,PC,10.0,Vivendi Universal
A1KXJ1ELZIU05C,PC,4.0,Sierra
ARXU3FESTWMJJ,PC,4.0,Vivendi Universal
A1TK6R2JSC97HL,PC,59.0,Electronic Arts
A2J57EQ9KPGXR9,PC,23.0,Electronic Arts
A1KXJ1ELZIU05C,PC,14.0,Electronic Arts
A2KVUYPLEW4LXT,PC,5.0,Electronic Arts
A2TCG2HV1VJP6V,PlayStation,5.0,Sony Computer Entertainment
A2KVUYPLEW4LXT,PlayStation,5.0,Sony Computer Entertainment
A18AQ3EFPYBKH0,Sega Dreamcast,1.0,Sega
AQMWZIH22R6LE,PlayStation,5.0,Activision
AJKWF4W7QD4NS,PlayStation,10.0,Activision
AEOAMS0G96E8B,PC,14.0,Atari
AT2BYFEVLVITT,PC,16.0,Atari
A2EOCDPEG6K1WQ,PC,10.0,Interplay
A17NVM7IAPF2NS,PC,5.0,Interplay
ATL84JW0KKIMJ,PC,10.0,Interplay
A2TCG2HV1VJP6V,PlayStation,5.0,Disney Interactive Studios
A233JF1T2IIBLT,PC,11.0,Interplay
A3EW2L59UBHQSG,Nintendo 64,4.0,Activision
A1M4DS69VS5KIR,PC,5.0,Activision
A233JF1T2IIBLT,PC,17.0,Activision
ABRKIJ6D4V42O,PC,20.0,Activision
A7GXT5V1VL5UT,PlayStation,5.0,Sony
A18AQ3EFPYBKH0,PC,2.0,Activision
AQI2CW6UKF1ES,PlayStation,4.0,Sony
A3J4IM04W99U3O,PC,18.0,Interplay
A3CWH6VKCTJAD,PC,9.0,Ubisoft
A150XV12S9HAZ,PlayStation,7.0,Playstation
AQMWZIH22R6LE,PlayStation,13.0,Playstation
A1PCQHQ6NPGL9F,PlayStation,5.0,Playstation
A3PASG15BRR40D,PlayStation,4.0,Playstation
A2LPJD19MGBNXJ,PlayStation,5.0,Playstation
A29ROVDR59S0UJ,PC,7.0,Ubisoft
AJ2OU10N9SXF8,PlayStation,5.0,Konami
A1TN7EWJLRX5CY,PlayStation,5.0,Konami
A2582KMXLK2P06,PlayStation,7.0,Konami
AY3Y9ROK6LRPI,PlayStation,11.0,Konami
A2K4VVYCBKO1JJ,PlayStation,5.0,Konami
A3W13VVBRY5GL7,PlayStation,4.0,Konami
AQMWZIH22R6LE,PlayStation,16.0,Konami
ACUYXGCMWVF7S,PC,7.0,Atari
A169I83JL8QJGN,PlayStation,9.0,Konami
A2YAABMT80RLYA,PlayStation,8.0,Konami
A1PID2MT8MMPAF,PlayStation,5.0,Konami
A29BQ6B90Y1R5F,PlayStation,4.0,Konami
A38TA13FXZC7V0,PC,10.0,3DO
A1ZPVW0WXNJ3YZ,Nintendo 64,8.0,THQ
A1VJX9LLHAPQN7,PlayStation,5.0,Konami
A3J8ABVGK7ZL6H,PlayStation,5.0,Konami
A2J57EQ9KPGXR9,PC,9.0,Square Enix
A2FTHCGH06O4Y5,PlayStation,1.0,Konami
AEOAMS0G96E8B,PC,9.0,Square Enix
A27G9LMQTMND03,PlayStation,5.0,Konami
A1AISPOIIHTHXX,PlayStation,5.0,Konami
A5I88702K12HM,PlayStation,5.0,Konami
A1PCQHQ6NPGL9F,PlayStation,18.0,Konami
A2FEGRJQNU51P9,PlayStation,5.0,Konami
AFPH2BZGNNJ79,PlayStation,5.0,Konami
A3Q6KRNB6VMNGE,PlayStation,3.0,Konami
A2EOCDPEG6K1WQ,PC,10.0,Square Enix
A3V6Z4RCDGRC44,Nintendo 64,5.0,Natsume
A38AXXL7DMVFMQ,PlayStation,1.0,Rockstar Games
A3GKMQFL05Z79K,PlayStation,4.0,Midway
A2QHS1ZCIQOL7E,PlayStation,10.0,Midway
A3S1YIQQW7AZO,PlayStation,5.0,Midway
A3T3908AZNUQTF,PlayStation,1.0,Midway
A1QA8K3LD9K892,PlayStation,8.0,Midway
A2582KMXLK2P06,PlayStation,2.0,Midway
ANAYSRE3LX8GZ,PlayStation,5.0,Midway
A2X8KN82L07RSK,PlayStation,3.0,Midway
A36UKFV79879MD,Nintendo 64,12.0,Midway
A36UKFV79879MD,Nintendo 64,4.0,Koei
A3W4D8XOGLWUN5,Nintendo 64,12.0,Midway
AVMNNN989FKDC,PC,10.0,Vivendi Universal
A38TA13FXZC7V0,PC,4.0,Vivendi Universal
AZVCNOOQK36DH,PC,6.0,Activision
A20DZX38KRBIT8,PC,20.0,Activision
A2582KMXLK2P06,PC,4.0,Activision
A3KF4IP2MUS8QQ,PC,19.0,Activision
A119Q9NFGVOEJZ,PlayStation,10.0,SquareSoft
A2J57EQ9KPGXR9,PC,15.0,Interplay
A2Q2A6JKY95RTP,PlayStation,4.0,SquareSoft
A36UKFV79879MD,Nintendo 64,4.0,Ubisoft
A2XIOXRRYX0KZY,PlayStation,4.0,SquareSoft
AX8SWWB9837TA,PC,13.0,Electronic Arts
A2GBBDNZLYC4A9,Nintendo 64,3.0,Ubisoft
A3L6S86HGO9OUW,PlayStation,2.0,SquareSoft
A2K4VVYCBKO1JJ,PlayStation,5.0,SquareSoft
A57Q87B0TC9IJ,PC,15.0,Vivendi Universal
A2I9IO15NUIIHJ,PC,11.0,Vivendi Universal
A2RHBT46LS6DA3,PlayStation,6.0,SquareSoft
AFPH2BZGNNJ79,PlayStation,3.0,SquareSoft
ADJKMC7AO7YN3,PC,15.0,Atari
AT2BYFEVLVITT,PC,15.0,Vivendi Universal
A11A8GWG0IXBZH,PC,7.0,Activision
AMSFHBXEPNEBE,PlayStation,1.0,SquareSoft
AT576Z9DC6HJ0,PlayStation,9.0,SquareSoft
AKMJJES6FE2M5,PC,16.0,Blizzard Entertainment
A2TUCS8O6AJXKJ,PC,7.0,Blizzard Entertainment
A3KF4IP2MUS8QQ,PC,5.0,Blizzard Entertainment
A2JU4FUSW1PBEC,PC,19.0,Blizzard Entertainment
AMSFHBXEPNEBE,PC,1.0,Blizzard Entertainment
A3N1V8LIFT0RU6,PC,5.0,Blizzard Entertainment
AX8SWWB9837TA,PC,9.0,Blizzard Entertainment
ATL84JW0KKIMJ,PC,8.0,Blizzard Entertainment
A3CWH6VKCTJAD,PC,4.0,Blizzard Entertainment
AEOAMS0G96E8B,PC,2.0,Blizzard Entertainment
AT2BYFEVLVITT,PC,3.0,Blizzard Entertainment
A319SKSB556033,PC,4.0,Rockstar Games
A1M4DS69VS5KIR,PC,18.0,Dreamcatcher Interactive
A3I92PEEL1B62O,PC,72.0,Dreamcatcher Interactive
AVMNNN989FKDC,PC,31.0,Dreamcatcher Interactive
A8L37C5ABVJDY,PC,2.0,Dreamcatcher Interactive
A2TCG2HV1VJP6V,PlayStation,9.0,Ubisoft
AKMJJES6FE2M5,PC,4.0,Interplay
A8L37C5ABVJDY,PC,2.0,Interplay
AWVQR7YYTYJ1L,PC,96.0,Electronic Arts
A3PZB8KZU22LG1,PC,5.0,Electronic Arts
A8L37C5ABVJDY,PC,20.0,Electronic Arts
A11A8GWG0IXBZH,PC,5.0,Electronic Arts
A3J4IM04W99U3O,PC,9.0,Electronic Arts
A3EW2L59UBHQSG,PC,4.0,Square Enix
AEOAMS0G96E8B,PC,6.0,Microsoft
A1EER1RTZ1NAC4,PC,8.0,Microsoft
AT2BYFEVLVITT,PC,32.0,Microsoft
A3V6Z4RCDGRC44,PC,61.0,Microsoft
A160AB64G2E949,PC,19.0,Microsoft
A8L37C5ABVJDY,PC,15.0,Microsoft
AKBH21PTTCWVJ,PC,4.0,Microsoft
A3CWH6VKCTJAD,PC,10.0,Microsoft
ABRKIJ6D4V42O,PC,12.0,Microsoft
A243HY69GIAHFI,PC,13.0,Microsoft
A2582KMXLK2P06,PlayStation,15.0,Electronic Arts
A3GKMQFL05Z79K,PlayStation,5.0,Electronic Arts
A3KF4IP2MUS8QQ,PlayStation,3.0,Electronic Arts
A38AXXL7DMVFMQ,PlayStation,4.0,Electronic Arts
ANAYSRE3LX8GZ,Nintendo 64,5.0,Electronic Arts
A2GBBDNZLYC4A9,Nintendo 64,3.0,Electronic Arts
A21Q29J3ZWPDNP,PlayStation,10.0,Square Enix
A1PCQHQ6NPGL9F,PlayStation,4.0,Square Enix
A1AISPOIIHTHXX,PlayStation,22.0,Square Enix
A2FEGRJQNU51P9,PlayStation,15.0,Square Enix
A1PN2U0AWXGVML,PC,7.0,Microsoft
A2YAABMT80RLYA,PlayStation,14.0,Square Enix
A3S1YIQQW7AZO,PlayStation,9.0,Square Enix
A21X68W8SJA3T4,PC,2.0,Disney Interactive Studios
A12WZTC4YJ8ZEC,Mac,5.0,Atari
A2LP3RWE75ZA4O,PC,2.0,Disney Interactive Studios
A57Q87B0TC9IJ,PC,1.0,Disney Interactive Studios
A243HY69GIAHFI,PC,3.0,Disney Interactive Studios
A2NU3IJYTDIPCI,PC,1.0,Disney Interactive Studios
A1CG3C9MPUBC2B,PC,2.0,Disney Interactive Studios
A3J8ABVGK7ZL6H,Game Boy,1.0,Acclaim
A2TCG2HV1VJP6V,Game Boy,2.0,Acclaim
A3J8ABVGK7ZL6H,Sega Genesis,60.0,Sega
AJKWF4W7QD4NS,Sega Genesis,27.0,Sega
AQMWZIH22R6LE,Sega Genesis,18.0,Sega
A2TCG2HV1VJP6V,Sega Genesis,4.0,Acclaim
A319SKSB556033,Sega Genesis,94.0,Sega
A3RHWM5NKPTY9J,Sega Genesis,23.0,Electronic Arts
AJKWF4W7QD4NS,Sega Genesis,7.0,Acclaim
A2QHS1ZCIQOL7E,Sega Genesis,5.0,Sega
A2TCG2HV1VJP6V,Sega Genesis,74.0,Sega
A319SKSB556033,Sega Genesis,7.0,Acclaim
AWG2O9C42XW5G,Sega Genesis,5.0,Acclaim
AWG2O9C42XW5G,Nintendo 64,17.0,Midway
ANAYSRE3LX8GZ,Nintendo 64,9.0,Midway
A2QQHIY23PL7H3,Nintendo 64,7.0,Midway
A2GBBDNZLYC4A9,Nintendo 64,8.0,Midway
A2582KMXLK2P06,PlayStation,5.0,Interplay
A119Q9NFGVOEJZ,Nintendo 64,5.0,THQ
A25S4PI8ECOWD8,Nintendo 64,3.0,Nintendo
A2582KMXLK2P06,PlayStation,5.0,Rockstar Games
A3W4D8XOGLWUN5,Nintendo 64,4.0,SPIG
A2PXOP8AOGXQCO,Nintendo 64,4.0,SPIG
A38TA13FXZC7V0,Nintendo 64,4.0,Nintendo
AN81JUYW2SL24,Nintendo 64,5.0,Nintendo
A2YAABMT80RLYA,PlayStation,3.0,Activision
A35L2E8M7S59MQ,Nintendo 64,5.0,Nintendo
A1RP6YCOS5VJ5I,Nintendo 64,5.0,Midway
A20DZX38KRBIT8,Nintendo 64,4.0,Midway
AWG2O9C42XW5G,Nintendo 64,5.0,Konami
A3GKMQFL05Z79K,Nintendo 64,10.0,Midway
A3GKMQFL05Z79K,PlayStation,15.0,Sony
A2YAABMT80RLYA,Nintendo 64,4.0,Nintendo
AZ9JWGE1UGKZA,Nintendo 64,4.0,Nintendo
A2582KMXLK2P06,Sega Saturn,11.0,Sega
A2KVUYPLEW4LXT,Sega Saturn,78.0,Sega
A2IGEPJJYKMOWK,Sega Saturn,5.0,Sega
A2GBBDNZLYC4A9,Nintendo 64,3.0,SPIG
AWFDFLR1DA23A,Nintendo 64,10.0,SPIG
A36UKFV79879MD,Nintendo 64,4.0,SPIG
AWG2O9C42XW5G,Nintendo 64,14.0,SPIG
A2QQHIY23PL7H3,Nintendo 64,5.0,SPIG
A3J8ABVGK7ZL6H,Sega Genesis,37.0,Electronic Arts
AQMWZIH22R6LE,Sega Genesis,1.0,Electronic Arts
A8NHN9UPML858,Sega Genesis,15.0,Sega
A36UKFV79879MD,Super Nintendo,5.0,Acclaim
A2QQHIY23PL7H3,Super Nintendo,4.0,Acclaim
A2GBBDNZLYC4A9,Super Nintendo,26.0,Acclaim
A29BQ6B90Y1R5F,Super Nintendo,2.0,Acclaim
A3S1YIQQW7AZO,Super Nintendo,10.0,Nintendo
A36UKFV79879MD,Nintendo 64,2.0,LucasArts
AWG2O9C42XW5G,PlayStation,5.0,Sony
A3T1LD0C65QCWK,PlayStation,5.0,Sony
AWG2O9C42XW5G,Nintendo 64,5.0,LucasArts
ANAYSRE3LX8GZ,Nintendo 64,4.0,LucasArts
AUDSM2CTLLW1Q,Nintendo 64,4.0,LucasArts
A2QQHIY23PL7H3,Nintendo 64,2.0,LucasArts
AT576Z9DC6HJ0,PlayStation,2.0,Konami
A2QHS1ZCIQOL7E,PlayStation,3.0,Interplay
A29BQ6B90Y1R5F,Super Nintendo,14.0,Nintendo
AWG2O9C42XW5G,Super Nintendo,41.0,Nintendo
A2GBBDNZLYC4A9,Super Nintendo,31.0,Nintendo
A119Q9NFGVOEJZ,PlayStation,15.0,Konami
A36UKFV79879MD,Super Nintendo,60.0,Nintendo
A2KVUYPLEW4LXT,Nintendo 64,4.0,Nintendo
A2290OIJTU42QP,Super Nintendo,5.0,Nintendo
A3J8ABVGK7ZL6H,Super Nintendo,3.0,Acclaim
A2TCG2HV1VJP6V,Super Nintendo,5.0,Acclaim
AWG2O9C42XW5G,Super Nintendo,16.0,Acclaim
A2X8KN82L07RSK,Super Nintendo,5.0,Nintendo
A2582KMXLK2P06,Super Nintendo,35.0,Nintendo
ANAYSRE3LX8GZ,Sega Saturn,3.0,Sega
A2QQHIY23PL7H3,Super Nintendo,22.0,Nintendo
A2R4HK5ZJKL0UH,Super Nintendo,14.0,Nintendo
A11LS12ZU93SV6,Super Nintendo,17.0,Nintendo
AOYQR2530QCDX,Super Nintendo,30.0,Nintendo
ANAYSRE3LX8GZ,Super Nintendo,11.0,Acclaim
A2582KMXLK2P06,Super Nintendo,7.0,Acclaim
A25APFN07P2KB0,Super Nintendo,3.0,Interplay
A3S1YIQQW7AZO,Super Nintendo,2.0,Interplay
A1PCQHQ6NPGL9F,PlayStation,5.0,Namco
A1RP6YCOS5VJ5I,PC,5.0,Activision
A1TK6R2JSC97HL,PC,17.0,Activision
A1X4JO8EJ1U5BR,Super Nintendo,20.0,Nintendo
A1OEQP3GWNG263,PC,6.0,Activision
AKBH21PTTCWVJ,PC,9.0,Activision
A3N1V8LIFT0RU6,PC,8.0,Activision
